V,E,A,FB,NER,MB,RHO,SVD,MSE
10,5,-0.6494919235164415,0.7903021533094079,0.15384615384615385,2,0.48317217036547255,0.4831721703654406,0.05357142857142857
10,5,-2.2208104377212914e-16,1.8847669082309326,0.02631578947368421,1,0.0,0.0,0.0
10,5,-8.159764857057746e-16,1.2492424819807815,0.034482758620689655,1,0.0,0.0,0.0
10,5,-6.115685285692046e-16,0.9056345804010526,1.0,0,0.0,0.0,0.0
10,7,-6.637571330420354e-17,0.9411888851469121,0.0,0,0.0,0.0,0.0
10,7,-1.3646628566450436e-15,1.3067546865758746,0.9411764705882353,2,0.0,0.0,0.0
10,7,-0.54005764035826,1.6993757616178988,0.8809523809523809,3,0.21414676927646425,0.21414676927648202,0.01020408163265306
10,7,-0.14501354443156214,1.6102895947503102,0.8947368421052632,3,0.274139046230399,0.27413904623040963,0.010526315789473684
10,7,-0.271844211013948,0.9486032083778302,0.8611111111111112,3,1.4361051901086626,1.4361051901086306,0.044444444444444446
10,7,-0.4457294847839804,0.7287125526566106,0.71875,3,0.5411087149877147,0.5411087149877059,0.05454545454545454
10,7,-8.09973208490627e-16,1.198371739859388,0.7027027027027027,3,0.3239444473290529,0.3239444473290458,0.032520325203252036
10,7,-0.7689706331188741,1.2525317211171774,0.6756756756756757,3,1.447806948775396,1.4478069487754155,0.02877697841726619
10,7,-0.13742024719779222,1.665664719550224,0.5641025641025641,5,0.6802169898932107,0.6802169898931858,0.029197080291970802
10,7,-4.0865837503453725e-18,1.0097015052459564,0.6666666666666666,3,0.4457654698516631,0.4457654698516613,0.030534351145038167
10,7,-0.7022599006868775,0.9487947457373958,0.5,3,0.33131611980525477,0.3313161198052157,0.013333333333333334
10,7,-0.6522506614103016,0.853091736768031,0.42424242424242425,3,1.4237108070890763,1.4237108070890514,0.035398230088495575
10,7,-1.0391219129133173,1.3640594437210514,0.38235294117647056,3,1.5208823822626503,1.5208823822626645,0.08208955223880597
10,7,9.741748274326946e-18,1.034833505728544,0.59375,3,0.0,0.0,0.0
10,7,-1.2108436714859978,1.8681403319740575,0.2894736842105263,4,1.0353829493740783,1.0353829493740587,0.03076923076923077
10,7,-0.8811287154874912,0.5983527710210468,0.2413793103448276,3,0.713324656266014,0.7133246562660069,0.05504587155963303
10,7,-0.167536763857637,0.9482182640021332,0.2222222222222222,4,1.381007634193482,1.3810076341934678,0.06153846153846154
10,7,-0.5842031106992454,1.5393379645696865,0.24324324324324326,4,2.340249991773984,2.340249991774,0.046511627906976744
10,7,-0.7117282429779823,1.0842285924800377,0.11428571428571428,4,0.557509827954572,0.5575098279545934,0.024539877300613498
10,7,-6.91624696325136e-17,1.2082130554953834,1.0,0,0.0,0.0,0.0
10,7,-1.969778944999131e-16,0.0,1.0,0,0.0,0.0,0.0
8,6,-6.69401052539996e-17,2.008798053981428,0.0,0,0.0,0.0,0.0
8,6,-4.1600086798764294e-32,1.8341572647603084,0.9487179487179487,2,0.0,0.0,0.0
8,6,-0.584696712577222,3.428930663638424,0.925,3,0.2043908003027255,0.20439080030271484,0.0
8,6,-0.043931121594139214,1.6045219006608822,0.9354838709677419,2,0.15947485583614807,0.15947485583611964,0.014814814814814815
